model,run,seed,title,clarity,relevance,rigor,final_score
Qwen/Qwen2.5-3B-Instruct,12,111,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,12,111,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,12,111,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,12,111,Myosin from arterial smooth muscle: isolation following actin depolymerization.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,12,111,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,12,111,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,12,111,Effects of zinc-smelter emissions on forest soil microflora.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,12,111,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,12,111,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,12,111,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,12,111,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,12,111,[Synthesis of N-substituted isoindolines].,2.0,3.0,2.0,2.3333333333333335
Qwen/Qwen2.5-3B-Instruct,12,111,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,12,111,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,12,111,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,12,111,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,12,111,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,12,111,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,12,111,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,13,112,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,13,112,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,13,112,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,13,112,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,13,112,Myosin from arterial smooth muscle: isolation following actin depolymerization.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,13,112,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,13,112,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,13,112,Effects of zinc-smelter emissions on forest soil microflora.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,13,112,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,13,112,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,13,112,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,13,112,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,13,112,[Synthesis of N-substituted isoindolines].,2.0,3.0,2.0,2.3333333333333335
Qwen/Qwen2.5-3B-Instruct,13,112,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,13,112,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,13,112,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,13,112,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,13,112,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,13,112,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,5.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,13,112,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,14,113,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,14,113,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,14,113,Purification and properties of Escherichia coli dihydrofolate reductase.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,14,113,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,14,113,Myosin from arterial smooth muscle: isolation following actin depolymerization.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,14,113,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,14,113,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,14,113,Effects of zinc-smelter emissions on forest soil microflora.,2.0,4.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,14,113,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,14,113,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,14,113,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,14,113,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,14,113,[Synthesis of N-substituted isoindolines].,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,14,113,Gluconic acid production by Penicillium puberulum.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,14,113,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,14,113,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,14,113,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,14,113,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,14,113,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,5.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,14,113,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,15,114,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,15,114,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,15,114,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,15,114,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,15,114,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,15,114,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,15,114,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,15,114,Effects of zinc-smelter emissions on forest soil microflora.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,15,114,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,15,114,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,15,114,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,15,114,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,15,114,[Synthesis of N-substituted isoindolines].,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,15,114,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,15,114,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,15,114,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,15,114,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,15,114,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,15,114,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,5.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,15,114,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,3.0,3.6666666666666665
meta-llama/Llama-3.2-3B-Instruct,1,100,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Purification and properties of Escherichia coli dihydrofolate reductase.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,1,100,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,[Synthesis of N-substituted isoindolines].,4.0,3.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,1,100,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,1,100,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,2,101,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,[Synthesis of N-substituted isoindolines].,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,2,101,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,2,101,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,3,102,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,[Synthesis of N-substituted isoindolines].,3.0,3.0,,3.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Degradation of myxovirus virion RNA by periodate.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,3,102,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,3,102,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,[Synthesis of N-substituted isoindolines].,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,4,103,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,4,103,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,[Synthesis of N-substituted isoindolines].,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,5,104,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Degradation of myxovirus virion RNA by periodate.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,5,104,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,5,104,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
